자치구,동,구분,연령,시점,항목
합계,합계,계,계,2020· 1/4,280126
합계,합계,계,계,2020· 2/4,264806
합계,합계,계,계,2020· 3/4,253777
합계,합계,계,계,2020· 4/4,242623
종로구,소계,계,계,2020· 1/4,10767
종로구,소계,계,계,2020· 2/4,10137
종로구,소계,계,계,2020· 3/4,9890
종로구,소계,계,계,2020· 4/4,9612
종로구,사직동,계,계,2020· 1/4,288
종로구,사직동,계,계,2020· 2/4,281
종로구,사직동,계,계,2020· 3/4,280
종로구,사직동,계,계,2020· 4/4,280
종로구,삼청동,계,계,2020· 1/4,244
종로구,삼청동,계,계,2020· 2/4,266
종로구,삼청동,계,계,2020· 3/4,270
종로구,삼청동,계,계,2020· 4/4,269
종로구,부암동,계,계,2020· 1/4,433
종로구,부암동,계,계,2020· 2/4,371
종로구,부암동,계,계,2020· 3/4,339
종로구,부암동,계,계,2020· 4/4,311
종로구,평창동,계,계,2020· 1/4,159
종로구,평창동,계,계,2020· 2/4,177
종로구,평창동,계,계,2020· 3/4,187
종로구,평창동,계,계,2020· 4/4,191
종로구,무악동,계,계,2020· 1/4,47
종로구,무악동,계,계,2020· 2/4,46
종로구,무악동,계,계,2020· 3/4,45
종로구,무악동,계,계,2020· 4/4,46
종로구,교남동,계,계,2020· 1/4,147
종로구,교남동,계,계,2020· 2/4,152
종로구,교남동,계,계,2020· 3/4,154
종로구,교남동,계,계,2020· 4/4,157
종로구,가회동,계,계,2020· 1/4,103
종로구,가회동,계,계,2020· 2/4,99
종로구,가회동,계,계,2020· 3/4,94
종로구,가회동,계,계,2020· 4/4,93
종로구,종로1·2·3·4가동,계,계,2020· 1/4,1309
종로구,종로1·2·3·4가동,계,계,2020· 2/4,1278
종로구,종로1·2·3·4가동,계,계,2020· 3/4,1212
종로구,종로1·2·3·4가동,계,계,2020· 4/4,1192
종로구,종로5·6가동,계,계,2020· 1/4,485
종로구,종로5·6가동,계,계,2020· 2/4,477
종로구,종로5·6가동,계,계,2020· 3/4,459
종로구,종로5·6가동,계,계,2020· 4/4,414
종로구,이화동,계,계,2020· 1/4,632
종로구,이화동,계,계,2020· 2/4,562
종로구,이화동,계,계,2020· 3/4,550
종로구,이화동,계,계,2020· 4/4,523
종로구,창신1동,계,계,2020· 1/4,858
종로구,창신1동,계,계,2020· 2/4,854
종로구,창신1동,계,계,2020· 3/4,870
종로구,창신1동,계,계,2020· 4/4,835
종로구,창신2동,계,계,2020· 1/4,1273
종로구,창신2동,계,계,2020· 2/4,1260
종로구,창신2동,계,계,2020· 3/4,1223
종로구,창신2동,계,계,2020· 4/4,1185
종로구,창신3동,계,계,2020· 1/4,173
종로구,창신3동,계,계,2020· 2/4,188
종로구,창신3동,계,계,2020· 3/4,185
종로구,창신3동,계,계,2020· 4/4,182
종로구,숭인1동,계,계,2020· 1/4,334
종로구,숭인1동,계,계,2020· 2/4,345
종로구,숭인1동,계,계,2020· 3/4,329
종로구,숭인1동,계,계,2020· 4/4,310
종로구,숭인2동,계,계,2020· 1/4,457
종로구,숭인2동,계,계,2020· 2/4,447
종로구,숭인2동,계,계,2020· 3/4,459
종로구,숭인2동,계,계,2020· 4/4,487
종로구,청운효자동,계,계,2020· 1/4,237
종로구,청운효자동,계,계,2020· 2/4,246
종로구,청운효자동,계,계,2020· 3/4,229
종로구,청운효자동,계,계,2020· 4/4,202
종로구,혜화동,계,계,2020· 1/4,3588
종로구,혜화동,계,계,2020· 2/4,3088
종로구,혜화동,계,계,2020· 3/4,3005
종로구,혜화동,계,계,2020· 4/4,2935
중구,소계,계,계,2020· 1/4,10294
중구,소계,계,계,2020· 2/4,9938
중구,소계,계,계,2020· 3/4,9521
중구,소계,계,계,2020· 4/4,9395
중구,소공동,계,계,2020· 1/4,940
중구,소공동,계,계,2020· 2/4,942
중구,소공동,계,계,2020· 3/4,920
중구,소공동,계,계,2020· 4/4,942
중구,회현동,계,계,2020· 1/4,595
중구,회현동,계,계,2020· 2/4,611
중구,회현동,계,계,2020· 3/4,621
중구,회현동,계,계,2020· 4/4,621
중구,명동,계,계,2020· 1/4,668
중구,명동,계,계,2020· 2/4,701
중구,명동,계,계,2020· 3/4,693
중구,명동,계,계,2020· 4/4,771
중구,필동,계,계,2020· 1/4,962
중구,필동,계,계,2020· 2/4,855
중구,필동,계,계,2020· 3/4,753
중구,필동,계,계,2020· 4/4,720
중구,장충동,계,계,2020· 1/4,888
중구,장충동,계,계,2020· 2/4,831
중구,장충동,계,계,2020· 3/4,810
중구,장충동,계,계,2020· 4/4,804
중구,광희동,계,계,2020· 1/4,1496
중구,광희동,계,계,2020· 2/4,1429
중구,광희동,계,계,2020· 3/4,1292
중구,광희동,계,계,2020· 4/4,1192
중구,을지로동,계,계,2020· 1/4,192
중구,을지로동,계,계,2020· 2/4,176
중구,을지로동,계,계,2020· 3/4,155
중구,을지로동,계,계,2020· 4/4,151
중구,신당5동,계,계,2020· 1/4,369
중구,신당5동,계,계,2020· 2/4,358
중구,신당5동,계,계,2020· 3/4,352
중구,신당5동,계,계,2020· 4/4,340
중구,황학동,계,계,2020· 1/4,1051
중구,황학동,계,계,2020· 2/4,1009
중구,황학동,계,계,2020· 3/4,995
중구,황학동,계,계,2020· 4/4,948
중구,중림동,계,계,2020· 1/4,317
중구,중림동,계,계,2020· 2/4,319
중구,중림동,계,계,2020· 3/4,301
중구,중림동,계,계,2020· 4/4,303
중구,신당동,계,계,2020· 1/4,1706
중구,신당동,계,계,2020· 2/4,1639
중구,신당동,계,계,2020· 3/4,1512
중구,신당동,계,계,2020· 4/4,1499
중구,다산동,계,계,2020· 1/4,525
중구,다산동,계,계,2020· 2/4,502
중구,다산동,계,계,2020· 3/4,496
중구,다산동,계,계,2020· 4/4,482
중구,약수동,계,계,2020· 1/4,210
중구,약수동,계,계,2020· 2/4,202
중구,약수동,계,계,2020· 3/4,223
중구,약수동,계,계,2020· 4/4,226
중구,청구동,계,계,2020· 1/4,213
중구,청구동,계,계,2020· 2/4,204
중구,청구동,계,계,2020· 3/4,225
중구,청구동,계,계,2020· 4/4,225
중구,동화동,계,계,2020· 1/4,162
중구,동화동,계,계,2020· 2/4,160
중구,동화동,계,계,2020· 3/4,173
중구,동화동,계,계,2020· 4/4,171
용산구,소계,계,계,2020· 1/4,16586
용산구,소계,계,계,2020· 2/4,15931
용산구,소계,계,계,2020· 3/4,15167
용산구,소계,계,계,2020· 4/4,14605
용산구,후암동,계,계,2020· 1/4,557
용산구,후암동,계,계,2020· 2/4,547
용산구,후암동,계,계,2020· 3/4,534
용산구,후암동,계,계,2020· 4/4,506
용산구,용산2가동,계,계,2020· 1/4,1427
용산구,용산2가동,계,계,2020· 2/4,1379
용산구,용산2가동,계,계,2020· 3/4,1317
용산구,용산2가동,계,계,2020· 4/4,1300
용산구,남영동,계,계,2020· 1/4,616
용산구,남영동,계,계,2020· 2/4,532
용산구,남영동,계,계,2020· 3/4,491
용산구,남영동,계,계,2020· 4/4,493
용산구,원효로2동,계,계,2020· 1/4,156
용산구,원효로2동,계,계,2020· 2/4,153
용산구,원효로2동,계,계,2020· 3/4,147
용산구,원효로2동,계,계,2020· 4/4,129
용산구,효창동,계,계,2020· 1/4,127
용산구,효창동,계,계,2020· 2/4,128
용산구,효창동,계,계,2020· 3/4,121
용산구,효창동,계,계,2020· 4/4,121
용산구,용문동,계,계,2020· 1/4,141
용산구,용문동,계,계,2020· 2/4,130
용산구,용문동,계,계,2020· 3/4,134
용산구,용문동,계,계,2020· 4/4,128
용산구,이촌1동,계,계,2020· 1/4,865
용산구,이촌1동,계,계,2020· 2/4,843
용산구,이촌1동,계,계,2020· 3/4,844
용산구,이촌1동,계,계,2020· 4/4,822
용산구,이촌2동,계,계,2020· 1/4,103
용산구,이촌2동,계,계,2020· 2/4,94
용산구,이촌2동,계,계,2020· 3/4,91
용산구,이촌2동,계,계,2020· 4/4,81
용산구,이태원1동,계,계,2020· 1/4,2347
용산구,이태원1동,계,계,2020· 2/4,2254
용산구,이태원1동,계,계,2020· 3/4,1994
용산구,이태원1동,계,계,2020· 4/4,1841
용산구,이태원2동,계,계,2020· 1/4,1591
용산구,이태원2동,계,계,2020· 2/4,1543
용산구,이태원2동,계,계,2020· 3/4,1532
용산구,이태원2동,계,계,2020· 4/4,1510
용산구,서빙고동,계,계,2020· 1/4,778
용산구,서빙고동,계,계,2020· 2/4,794
용산구,서빙고동,계,계,2020· 3/4,781
용산구,서빙고동,계,계,2020· 4/4,813
용산구,보광동,계,계,2020· 1/4,1712
용산구,보광동,계,계,2020· 2/4,1730
용산구,보광동,계,계,2020· 3/4,1522
용산구,보광동,계,계,2020· 4/4,1315
용산구,청파동,계,계,2020· 1/4,863
용산구,청파동,계,계,2020· 2/4,747
용산구,청파동,계,계,2020· 3/4,691
용산구,청파동,계,계,2020· 4/4,667
용산구,원효로1동,계,계,2020· 1/4,639
용산구,원효로1동,계,계,2020· 2/4,652
용산구,원효로1동,계,계,2020· 3/4,650
용산구,원효로1동,계,계,2020· 4/4,641
용산구,한강로동,계,계,2020· 1/4,1665
용산구,한강로동,계,계,2020· 2/4,1619
용산구,한강로동,계,계,2020· 3/4,1639
용산구,한강로동,계,계,2020· 4/4,1653
용산구,한남동,계,계,2020· 1/4,2999
용산구,한남동,계,계,2020· 2/4,2786
용산구,한남동,계,계,2020· 3/4,2679
용산구,한남동,계,계,2020· 4/4,2585
성동구,소계,계,계,2020· 1/4,8151
성동구,소계,계,계,2020· 2/4,7454
성동구,소계,계,계,2020· 3/4,7104
성동구,소계,계,계,2020· 4/4,6949
성동구,왕십리2동,계,계,2020· 1/4,415
성동구,왕십리2동,계,계,2020· 2/4,380
성동구,왕십리2동,계,계,2020· 3/4,367
성동구,왕십리2동,계,계,2020· 4/4,331
성동구,마장동,계,계,2020· 1/4,716
성동구,마장동,계,계,2020· 2/4,661
성동구,마장동,계,계,2020· 3/4,643
성동구,마장동,계,계,2020· 4/4,674
성동구,사근동,계,계,2020· 1/4,1899
성동구,사근동,계,계,2020· 2/4,1610
성동구,사근동,계,계,2020· 3/4,1475
성동구,사근동,계,계,2020· 4/4,1580
성동구,행당1동,계,계,2020· 1/4,465
성동구,행당1동,계,계,2020· 2/4,354
성동구,행당1동,계,계,2020· 3/4,302
성동구,행당1동,계,계,2020· 4/4,286
성동구,행당2동,계,계,2020· 1/4,90
성동구,행당2동,계,계,2020· 2/4,92
성동구,행당2동,계,계,2020· 3/4,89
성동구,행당2동,계,계,2020· 4/4,88
성동구,응봉동,계,계,2020· 1/4,70
성동구,응봉동,계,계,2020· 2/4,65
성동구,응봉동,계,계,2020· 3/4,66
성동구,응봉동,계,계,2020· 4/4,60
성동구,금호1가동,계,계,2020· 1/4,98
성동구,금호1가동,계,계,2020· 2/4,97
성동구,금호1가동,계,계,2020· 3/4,84
성동구,금호1가동,계,계,2020· 4/4,84
성동구,금호4가동,계,계,2020· 1/4,138
성동구,금호4가동,계,계,2020· 2/4,137
성동구,금호4가동,계,계,2020· 3/4,145
성동구,금호4가동,계,계,2020· 4/4,138
성동구,성수1가1동,계,계,2020· 1/4,331
성동구,성수1가1동,계,계,2020· 2/4,324
성동구,성수1가1동,계,계,2020· 3/4,314
성동구,성수1가1동,계,계,2020· 4/4,298
성동구,성수1가2동,계,계,2020· 1/4,381
성동구,성수1가2동,계,계,2020· 2/4,339
성동구,성수1가2동,계,계,2020· 3/4,292
성동구,성수1가2동,계,계,2020· 4/4,286
성동구,성수2가1동,계,계,2020· 1/4,639
성동구,성수2가1동,계,계,2020· 2/4,623
성동구,성수2가1동,계,계,2020· 3/4,603
성동구,성수2가1동,계,계,2020· 4/4,557
성동구,성수2가3동,계,계,2020· 1/4,333
성동구,성수2가3동,계,계,2020· 2/4,303
성동구,성수2가3동,계,계,2020· 3/4,299
성동구,성수2가3동,계,계,2020· 4/4,280
성동구,송정동,계,계,2020· 1/4,452
성동구,송정동,계,계,2020· 2/4,452
성동구,송정동,계,계,2020· 3/4,449
성동구,송정동,계,계,2020· 4/4,418
성동구,용답동,계,계,2020· 1/4,1138
성동구,용답동,계,계,2020· 2/4,1054
성동구,용답동,계,계,2020· 3/4,1031
성동구,용답동,계,계,2020· 4/4,936
성동구,왕십리도선동,계,계,2020· 1/4,509
성동구,왕십리도선동,계,계,2020· 2/4,508
성동구,왕십리도선동,계,계,2020· 3/4,516
성동구,왕십리도선동,계,계,2020· 4/4,507
성동구,금호2·3가동,계,계,2020· 1/4,203
성동구,금호2·3가동,계,계,2020· 2/4,186
성동구,금호2·3가동,계,계,2020· 3/4,178
성동구,금호2·3가동,계,계,2020· 4/4,175
성동구,옥수동,계,계,2020· 1/4,274
성동구,옥수동,계,계,2020· 2/4,269
성동구,옥수동,계,계,2020· 3/4,251
성동구,옥수동,계,계,2020· 4/4,251
광진구,소계,계,계,2020· 1/4,15573
광진구,소계,계,계,2020· 2/4,14351
광진구,소계,계,계,2020· 3/4,13859
광진구,소계,계,계,2020· 4/4,13427
광진구,화양동,계,계,2020· 1/4,3442
광진구,화양동,계,계,2020· 2/4,2903
광진구,화양동,계,계,2020· 3/4,2824
광진구,화양동,계,계,2020· 4/4,2883
광진구,군자동,계,계,2020· 1/4,2286
광진구,군자동,계,계,2020· 2/4,2055
광진구,군자동,계,계,2020· 3/4,1906
광진구,군자동,계,계,2020· 4/4,1973
광진구,중곡1동,계,계,2020· 1/4,449
광진구,중곡1동,계,계,2020· 2/4,442
광진구,중곡1동,계,계,2020· 3/4,433
광진구,중곡1동,계,계,2020· 4/4,398
광진구,중곡2동,계,계,2020· 1/4,335
광진구,중곡2동,계,계,2020· 2/4,341
광진구,중곡2동,계,계,2020· 3/4,336
광진구,중곡2동,계,계,2020· 4/4,342
광진구,중곡3동,계,계,2020· 1/4,255
광진구,중곡3동,계,계,2020· 2/4,245
광진구,중곡3동,계,계,2020· 3/4,229
광진구,중곡3동,계,계,2020· 4/4,219
광진구,중곡4동,계,계,2020· 1/4,418
광진구,중곡4동,계,계,2020· 2/4,426
광진구,중곡4동,계,계,2020· 3/4,431
광진구,중곡4동,계,계,2020· 4/4,428
광진구,능동,계,계,2020· 1/4,391
광진구,능동,계,계,2020· 2/4,362
광진구,능동,계,계,2020· 3/4,323
광진구,능동,계,계,2020· 4/4,303
광진구,구의1동,계,계,2020· 1/4,751
광진구,구의1동,계,계,2020· 2/4,711
광진구,구의1동,계,계,2020· 3/4,711
광진구,구의1동,계,계,2020· 4/4,660
광진구,구의2동,계,계,2020· 1/4,471
광진구,구의2동,계,계,2020· 2/4,460
광진구,구의2동,계,계,2020· 3/4,472
광진구,구의2동,계,계,2020· 4/4,490
광진구,구의3동,계,계,2020· 1/4,313
광진구,구의3동,계,계,2020· 2/4,304
광진구,구의3동,계,계,2020· 3/4,307
광진구,구의3동,계,계,2020· 4/4,271
광진구,광장동,계,계,2020· 1/4,179
광진구,광장동,계,계,2020· 2/4,185
광진구,광장동,계,계,2020· 3/4,184
광진구,광장동,계,계,2020· 4/4,179
광진구,자양1동,계,계,2020· 1/4,1084
광진구,자양1동,계,계,2020· 2/4,1019
광진구,자양1동,계,계,2020· 3/4,978
광진구,자양1동,계,계,2020· 4/4,920
광진구,자양2동,계,계,2020· 1/4,429
광진구,자양2동,계,계,2020· 2/4,422
광진구,자양2동,계,계,2020· 3/4,396
광진구,자양2동,계,계,2020· 4/4,375
광진구,자양3동,계,계,2020· 1/4,284
광진구,자양3동,계,계,2020· 2/4,271
광진구,자양3동,계,계,2020· 3/4,269
광진구,자양3동,계,계,2020· 4/4,270
광진구,자양4동,계,계,2020· 1/4,4486
광진구,자양4동,계,계,2020· 2/4,4205
광진구,자양4동,계,계,2020· 3/4,4060
광진구,자양4동,계,계,2020· 4/4,3716
동대문구,소계,계,계,2020· 1/4,16637
동대문구,소계,계,계,2020· 2/4,14787
동대문구,소계,계,계,2020· 3/4,14263
동대문구,소계,계,계,2020· 4/4,14177
동대문구,회기동,계,계,2020· 1/4,2700
동대문구,회기동,계,계,2020· 2/4,2283
동대문구,회기동,계,계,2020· 3/4,2141
동대문구,회기동,계,계,2020· 4/4,2190
동대문구,휘경1동,계,계,2020· 1/4,1959
동대문구,휘경1동,계,계,2020· 2/4,1690
동대문구,휘경1동,계,계,2020· 3/4,1675
동대문구,휘경1동,계,계,2020· 4/4,1731
동대문구,휘경2동,계,계,2020· 1/4,749
동대문구,휘경2동,계,계,2020· 2/4,682
동대문구,휘경2동,계,계,2020· 3/4,676
동대문구,휘경2동,계,계,2020· 4/4,695
동대문구,청량리동,계,계,2020· 1/4,639
동대문구,청량리동,계,계,2020· 2/4,619
동대문구,청량리동,계,계,2020· 3/4,586
동대문구,청량리동,계,계,2020· 4/4,562
동대문구,용신동,계,계,2020· 1/4,1529
동대문구,용신동,계,계,2020· 2/4,1462
동대문구,용신동,계,계,2020· 3/4,1433
동대문구,용신동,계,계,2020· 4/4,1412
동대문구,제기동,계,계,2020· 1/4,2407
동대문구,제기동,계,계,2020· 2/4,2156
동대문구,제기동,계,계,2020· 3/4,2053
동대문구,제기동,계,계,2020· 4/4,2023
동대문구,전농1동,계,계,2020· 1/4,549
동대문구,전농1동,계,계,2020· 2/4,545
동대문구,전농1동,계,계,2020· 3/4,555
동대문구,전농1동,계,계,2020· 4/4,518
동대문구,전농2동,계,계,2020· 1/4,464
동대문구,전농2동,계,계,2020· 2/4,348
동대문구,전농2동,계,계,2020· 3/4,368
동대문구,전농2동,계,계,2020· 4/4,268
동대문구,답십리2동,계,계,2020· 1/4,327
동대문구,답십리2동,계,계,2020· 2/4,301
동대문구,답십리2동,계,계,2020· 3/4,292
동대문구,답십리2동,계,계,2020· 4/4,277
동대문구,장안1동,계,계,2020· 1/4,651
동대문구,장안1동,계,계,2020· 2/4,613
동대문구,장안1동,계,계,2020· 3/4,594
동대문구,장안1동,계,계,2020· 4/4,577
동대문구,장안2동,계,계,2020· 1/4,321
동대문구,장안2동,계,계,2020· 2/4,312
동대문구,장안2동,계,계,2020· 3/4,298
동대문구,장안2동,계,계,2020· 4/4,300
동대문구,이문1동,계,계,2020· 1/4,3387
동대문구,이문1동,계,계,2020· 2/4,2834
동대문구,이문1동,계,계,2020· 3/4,2693
동대문구,이문1동,계,계,2020· 4/4,2728
동대문구,이문2동,계,계,2020· 1/4,516
동대문구,이문2동,계,계,2020· 2/4,505
동대문구,이문2동,계,계,2020· 3/4,483
동대문구,이문2동,계,계,2020· 4/4,484
동대문구,답십리1동,계,계,2020· 1/4,439
동대문구,답십리1동,계,계,2020· 2/4,437
동대문구,답십리1동,계,계,2020· 3/4,416
동대문구,답십리1동,계,계,2020· 4/4,412
중랑구,소계,계,계,2020· 1/4,5059
중랑구,소계,계,계,2020· 2/4,5001
중랑구,소계,계,계,2020· 3/4,4992
중랑구,소계,계,계,2020· 4/4,4860
중랑구,면목2동,계,계,2020· 1/4,349
중랑구,면목2동,계,계,2020· 2/4,355
중랑구,면목2동,계,계,2020· 3/4,350
중랑구,면목2동,계,계,2020· 4/4,349
중랑구,면목4동,계,계,2020· 1/4,304
중랑구,면목4동,계,계,2020· 2/4,311
중랑구,면목4동,계,계,2020· 3/4,305
중랑구,면목4동,계,계,2020· 4/4,298
중랑구,면목5동,계,계,2020· 1/4,126
중랑구,면목5동,계,계,2020· 2/4,119
중랑구,면목5동,계,계,2020· 3/4,132
중랑구,면목5동,계,계,2020· 4/4,124
중랑구,면목7동,계,계,2020· 1/4,341
중랑구,면목7동,계,계,2020· 2/4,348
중랑구,면목7동,계,계,2020· 3/4,351
중랑구,면목7동,계,계,2020· 4/4,328
중랑구,상봉1동,계,계,2020· 1/4,177
중랑구,상봉1동,계,계,2020· 2/4,166
중랑구,상봉1동,계,계,2020· 3/4,159
중랑구,상봉1동,계,계,2020· 4/4,149
중랑구,상봉2동,계,계,2020· 1/4,321
중랑구,상봉2동,계,계,2020· 2/4,322
중랑구,상봉2동,계,계,2020· 3/4,328
중랑구,상봉2동,계,계,2020· 4/4,315
중랑구,중화1동,계,계,2020· 1/4,193
중랑구,중화1동,계,계,2020· 2/4,184
중랑구,중화1동,계,계,2020· 3/4,180
중랑구,중화1동,계,계,2020· 4/4,176
중랑구,중화2동,계,계,2020· 1/4,529
중랑구,중화2동,계,계,2020· 2/4,531
중랑구,중화2동,계,계,2020· 3/4,528
중랑구,중화2동,계,계,2020· 4/4,495
중랑구,묵1동,계,계,2020· 1/4,185
중랑구,묵1동,계,계,2020· 2/4,185
중랑구,묵1동,계,계,2020· 3/4,181
중랑구,묵1동,계,계,2020· 4/4,189
중랑구,묵2동,계,계,2020· 1/4,242
중랑구,묵2동,계,계,2020· 2/4,235
중랑구,묵2동,계,계,2020· 3/4,231
중랑구,묵2동,계,계,2020· 4/4,244
