자치구,동,구분,연령,시점,항목
동작구,신대방2동,계,계,2020· 3/4,275
동작구,신대방2동,계,계,2020· 4/4,264
동작구,흑석동,계,계,2020· 1/4,2693
동작구,흑석동,계,계,2020· 2/4,2289
동작구,흑석동,계,계,2020· 3/4,2217
동작구,흑석동,계,계,2020· 4/4,2153
동작구,노량진1동,계,계,2020· 1/4,390
동작구,노량진1동,계,계,2020· 2/4,358
동작구,노량진1동,계,계,2020· 3/4,355
동작구,노량진1동,계,계,2020· 4/4,335
동작구,사당2동,계,계,2020· 1/4,482
동작구,사당2동,계,계,2020· 2/4,456
동작구,사당2동,계,계,2020· 3/4,441
동작구,사당2동,계,계,2020· 4/4,420
관악구,소계,계,계,2020· 1/4,17288
관악구,소계,계,계,2020· 2/4,16578
관악구,소계,계,계,2020· 3/4,15981
관악구,소계,계,계,2020· 4/4,14743
관악구,보라매동,계,계,2020· 1/4,1184
관악구,보라매동,계,계,2020· 2/4,1008
관악구,보라매동,계,계,2020· 3/4,864
관악구,보라매동,계,계,2020· 4/4,715
관악구,청림동,계,계,2020· 1/4,139
관악구,청림동,계,계,2020· 2/4,131
관악구,청림동,계,계,2020· 3/4,126
관악구,청림동,계,계,2020· 4/4,120
관악구,행운동,계,계,2020· 1/4,545
관악구,행운동,계,계,2020· 2/4,535
관악구,행운동,계,계,2020· 3/4,526
관악구,행운동,계,계,2020· 4/4,497
관악구,낙성대동,계,계,2020· 1/4,744
관악구,낙성대동,계,계,2020· 2/4,687
관악구,낙성대동,계,계,2020· 3/4,629
관악구,낙성대동,계,계,2020· 4/4,566
관악구,중앙동,계,계,2020· 1/4,453
관악구,중앙동,계,계,2020· 2/4,448
관악구,중앙동,계,계,2020· 3/4,435
관악구,중앙동,계,계,2020· 4/4,386
관악구,인헌동,계,계,2020· 1/4,406
관악구,인헌동,계,계,2020· 2/4,373
관악구,인헌동,계,계,2020· 3/4,363
관악구,인헌동,계,계,2020· 4/4,346
관악구,남현동,계,계,2020· 1/4,201
관악구,남현동,계,계,2020· 2/4,213
관악구,남현동,계,계,2020· 3/4,225
관악구,남현동,계,계,2020· 4/4,203
관악구,서원동,계,계,2020· 1/4,886
관악구,서원동,계,계,2020· 2/4,835
관악구,서원동,계,계,2020· 3/4,786
관악구,서원동,계,계,2020· 4/4,717
관악구,신원동,계,계,2020· 1/4,1226
관악구,신원동,계,계,2020· 2/4,1160
관악구,신원동,계,계,2020· 3/4,1125
관악구,신원동,계,계,2020· 4/4,977
관악구,서림동,계,계,2020· 1/4,577
관악구,서림동,계,계,2020· 2/4,595
관악구,서림동,계,계,2020· 3/4,597
관악구,서림동,계,계,2020· 4/4,571
관악구,신사동,계,계,2020· 1/4,3088
관악구,신사동,계,계,2020· 2/4,2977
관악구,신사동,계,계,2020· 3/4,2865
관악구,신사동,계,계,2020· 4/4,2629
관악구,신림동,계,계,2020· 1/4,953
관악구,신림동,계,계,2020· 2/4,929
관악구,신림동,계,계,2020· 3/4,865
관악구,신림동,계,계,2020· 4/4,818
관악구,난향동,계,계,2020· 1/4,127
관악구,난향동,계,계,2020· 2/4,137
관악구,난향동,계,계,2020· 3/4,122
관악구,난향동,계,계,2020· 4/4,116
관악구,조원동,계,계,2020· 1/4,2034
관악구,조원동,계,계,2020· 2/4,1935
관악구,조원동,계,계,2020· 3/4,1835
관악구,조원동,계,계,2020· 4/4,1674
관악구,대학동,계,계,2020· 1/4,1073
관악구,대학동,계,계,2020· 2/4,1118
관악구,대학동,계,계,2020· 3/4,1228
관악구,대학동,계,계,2020· 4/4,1238
관악구,은천동,계,계,2020· 1/4,666
관악구,은천동,계,계,2020· 2/4,642
관악구,은천동,계,계,2020· 3/4,608
관악구,은천동,계,계,2020· 4/4,572
관악구,성현동,계,계,2020· 1/4,200
관악구,성현동,계,계,2020· 2/4,193
관악구,성현동,계,계,2020· 3/4,176
관악구,성현동,계,계,2020· 4/4,176
관악구,청룡동,계,계,2020· 1/4,1362
관악구,청룡동,계,계,2020· 2/4,1296
관악구,청룡동,계,계,2020· 3/4,1281
관악구,청룡동,계,계,2020· 4/4,1197
관악구,난곡동,계,계,2020· 1/4,567
관악구,난곡동,계,계,2020· 2/4,544
관악구,난곡동,계,계,2020· 3/4,533
관악구,난곡동,계,계,2020· 4/4,494
관악구,삼성동,계,계,2020· 1/4,180
관악구,삼성동,계,계,2020· 2/4,165
관악구,삼성동,계,계,2020· 3/4,163
관악구,삼성동,계,계,2020· 4/4,150
관악구,미성동,계,계,2020· 1/4,677
관악구,미성동,계,계,2020· 2/4,657
관악구,미성동,계,계,2020· 3/4,629
관악구,미성동,계,계,2020· 4/4,581
서초구,소계,계,계,2020· 1/4,4233
서초구,소계,계,계,2020· 2/4,4143
서초구,소계,계,계,2020· 3/4,3986
서초구,소계,계,계,2020· 4/4,3899
서초구,서초1동,계,계,2020· 1/4,236
서초구,서초1동,계,계,2020· 2/4,218
서초구,서초1동,계,계,2020· 3/4,197
서초구,서초1동,계,계,2020· 4/4,197
서초구,서초2동,계,계,2020· 1/4,286
서초구,서초2동,계,계,2020· 2/4,254
서초구,서초2동,계,계,2020· 3/4,238
서초구,서초2동,계,계,2020· 4/4,228
서초구,서초3동,계,계,2020· 1/4,324
서초구,서초3동,계,계,2020· 2/4,336
서초구,서초3동,계,계,2020· 3/4,346
서초구,서초3동,계,계,2020· 4/4,328
서초구,서초4동,계,계,2020· 1/4,271
서초구,서초4동,계,계,2020· 2/4,251
서초구,서초4동,계,계,2020· 3/4,251
서초구,서초4동,계,계,2020· 4/4,248
서초구,잠원동,계,계,2020· 1/4,212
서초구,잠원동,계,계,2020· 2/4,200
서초구,잠원동,계,계,2020· 3/4,194
서초구,잠원동,계,계,2020· 4/4,186
서초구,반포본동,계,계,2020· 1/4,65
서초구,반포본동,계,계,2020· 2/4,68
서초구,반포본동,계,계,2020· 3/4,57
서초구,반포본동,계,계,2020· 4/4,51
서초구,반포1동,계,계,2020· 1/4,390
서초구,반포1동,계,계,2020· 2/4,373
서초구,반포1동,계,계,2020· 3/4,338
서초구,반포1동,계,계,2020· 4/4,313
서초구,반포2동,계,계,2020· 1/4,175
서초구,반포2동,계,계,2020· 2/4,168
서초구,반포2동,계,계,2020· 3/4,164
서초구,반포2동,계,계,2020· 4/4,164
서초구,반포3동,계,계,2020· 1/4,56
서초구,반포3동,계,계,2020· 2/4,62
서초구,반포3동,계,계,2020· 3/4,57
서초구,반포3동,계,계,2020· 4/4,60
서초구,반포4동,계,계,2020· 1/4,574
서초구,반포4동,계,계,2020· 2/4,595
서초구,반포4동,계,계,2020· 3/4,575
서초구,반포4동,계,계,2020· 4/4,587
서초구,방배본동,계,계,2020· 1/4,203
서초구,방배본동,계,계,2020· 2/4,203
서초구,방배본동,계,계,2020· 3/4,181
서초구,방배본동,계,계,2020· 4/4,191
서초구,방배1동,계,계,2020· 1/4,132
서초구,방배1동,계,계,2020· 2/4,126
서초구,방배1동,계,계,2020· 3/4,119
서초구,방배1동,계,계,2020· 4/4,117
서초구,방배2동,계,계,2020· 1/4,156
서초구,방배2동,계,계,2020· 2/4,154
서초구,방배2동,계,계,2020· 3/4,153
서초구,방배2동,계,계,2020· 4/4,146
서초구,방배3동,계,계,2020· 1/4,154
서초구,방배3동,계,계,2020· 2/4,142
서초구,방배3동,계,계,2020· 3/4,137
서초구,방배3동,계,계,2020· 4/4,130
서초구,방배4동,계,계,2020· 1/4,280
서초구,방배4동,계,계,2020· 2/4,285
서초구,방배4동,계,계,2020· 3/4,280
서초구,방배4동,계,계,2020· 4/4,276
서초구,양재1동,계,계,2020· 1/4,389
서초구,양재1동,계,계,2020· 2/4,378
서초구,양재1동,계,계,2020· 3/4,372
서초구,양재1동,계,계,2020· 4/4,368
서초구,양재2동,계,계,2020· 1/4,265
서초구,양재2동,계,계,2020· 2/4,264
서초구,양재2동,계,계,2020· 3/4,264
서초구,양재2동,계,계,2020· 4/4,245
서초구,내곡동,계,계,2020· 1/4,65
서초구,내곡동,계,계,2020· 2/4,66
서초구,내곡동,계,계,2020· 3/4,63
서초구,내곡동,계,계,2020· 4/4,64
강남구,소계,계,계,2020· 1/4,5094
강남구,소계,계,계,2020· 2/4,4925
강남구,소계,계,계,2020· 3/4,4850
강남구,소계,계,계,2020· 4/4,4824
강남구,신사동,계,계,2020· 1/4,279
강남구,신사동,계,계,2020· 2/4,267
강남구,신사동,계,계,2020· 3/4,256
강남구,신사동,계,계,2020· 4/4,251
강남구,논현1동,계,계,2020· 1/4,680
강남구,논현1동,계,계,2020· 2/4,696
강남구,논현1동,계,계,2020· 3/4,695
강남구,논현1동,계,계,2020· 4/4,722
강남구,논현2동,계,계,2020· 1/4,302
강남구,논현2동,계,계,2020· 2/4,300
강남구,논현2동,계,계,2020· 3/4,261
강남구,논현2동,계,계,2020· 4/4,258
강남구,삼성1동,계,계,2020· 1/4,279
강남구,삼성1동,계,계,2020· 2/4,240
강남구,삼성1동,계,계,2020· 3/4,235
강남구,삼성1동,계,계,2020· 4/4,209
강남구,삼성2동,계,계,2020· 1/4,238
강남구,삼성2동,계,계,2020· 2/4,253
강남구,삼성2동,계,계,2020· 3/4,242
강남구,삼성2동,계,계,2020· 4/4,242
강남구,대치1동,계,계,2020· 1/4,41
강남구,대치1동,계,계,2020· 2/4,38
강남구,대치1동,계,계,2020· 3/4,33
강남구,대치1동,계,계,2020· 4/4,33
강남구,대치4동,계,계,2020· 1/4,304
강남구,대치4동,계,계,2020· 2/4,284
강남구,대치4동,계,계,2020· 3/4,277
강남구,대치4동,계,계,2020· 4/4,283
강남구,역삼1동,계,계,2020· 1/4,1004
강남구,역삼1동,계,계,2020· 2/4,945
강남구,역삼1동,계,계,2020· 3/4,948
강남구,역삼1동,계,계,2020· 4/4,947
강남구,역삼2동,계,계,2020· 1/4,327
강남구,역삼2동,계,계,2020· 2/4,313
강남구,역삼2동,계,계,2020· 3/4,322
강남구,역삼2동,계,계,2020· 4/4,324
강남구,도곡1동,계,계,2020· 1/4,157
강남구,도곡1동,계,계,2020· 2/4,147
강남구,도곡1동,계,계,2020· 3/4,149
강남구,도곡1동,계,계,2020· 4/4,142
강남구,도곡2동,계,계,2020· 1/4,112
강남구,도곡2동,계,계,2020· 2/4,109
강남구,도곡2동,계,계,2020· 3/4,111
강남구,도곡2동,계,계,2020· 4/4,103
강남구,개포1동,계,계,2020· 1/4,25
강남구,개포1동,계,계,2020· 2/4,24
강남구,개포1동,계,계,2020· 3/4,25
강남구,개포1동,계,계,2020· 4/4,24
강남구,개포4동,계,계,2020· 1/4,166
강남구,개포4동,계,계,2020· 2/4,166
강남구,개포4동,계,계,2020· 3/4,160
강남구,개포4동,계,계,2020· 4/4,164
강남구,일원본동,계,계,2020· 1/4,33
강남구,일원본동,계,계,2020· 2/4,34
강남구,일원본동,계,계,2020· 3/4,33
강남구,일원본동,계,계,2020· 4/4,29
강남구,일원1동,계,계,2020· 1/4,165
강남구,일원1동,계,계,2020· 2/4,158
강남구,일원1동,계,계,2020· 3/4,158
강남구,일원1동,계,계,2020· 4/4,155
강남구,일원2동,계,계,2020· 1/4,69
강남구,일원2동,계,계,2020· 2/4,70
강남구,일원2동,계,계,2020· 3/4,72
강남구,일원2동,계,계,2020· 4/4,66
강남구,수서동,계,계,2020· 1/4,73
강남구,수서동,계,계,2020· 2/4,72
강남구,수서동,계,계,2020· 3/4,71
강남구,수서동,계,계,2020· 4/4,68
강남구,세곡동,계,계,2020· 1/4,195
강남구,세곡동,계,계,2020· 2/4,197
강남구,세곡동,계,계,2020· 3/4,191
강남구,세곡동,계,계,2020· 4/4,183
강남구,압구정동,계,계,2020· 1/4,171
강남구,압구정동,계,계,2020· 2/4,168
강남구,압구정동,계,계,2020· 3/4,168
강남구,압구정동,계,계,2020· 4/4,170
강남구,청담동,계,계,2020· 1/4,265
강남구,청담동,계,계,2020· 2/4,241
강남구,청담동,계,계,2020· 3/4,237
강남구,청담동,계,계,2020· 4/4,237
강남구,대치2동,계,계,2020· 1/4,153
강남구,대치2동,계,계,2020· 2/4,143
강남구,대치2동,계,계,2020· 3/4,140
강남구,대치2동,계,계,2020· 4/4,152
강남구,개포2동,계,계,2020· 1/4,56
강남구,개포2동,계,계,2020· 2/4,60
강남구,개포2동,계,계,2020· 3/4,66
강남구,개포2동,계,계,2020· 4/4,62
송파구,소계,계,계,2020· 1/4,6788
송파구,소계,계,계,2020· 2/4,6555
송파구,소계,계,계,2020· 3/4,6342
송파구,소계,계,계,2020· 4/4,5966
송파구,풍납1동,계,계,2020· 1/4,823
송파구,풍납1동,계,계,2020· 2/4,799
송파구,풍납1동,계,계,2020· 3/4,769
송파구,풍납1동,계,계,2020· 4/4,684
송파구,풍납2동,계,계,2020· 1/4,204
송파구,풍납2동,계,계,2020· 2/4,195
송파구,풍납2동,계,계,2020· 3/4,184
송파구,풍납2동,계,계,2020· 4/4,185
송파구,거여1동,계,계,2020· 1/4,107
송파구,거여1동,계,계,2020· 2/4,109
송파구,거여1동,계,계,2020· 3/4,105
송파구,거여1동,계,계,2020· 4/4,97
송파구,거여2동,계,계,2020· 1/4,79
송파구,거여2동,계,계,2020· 2/4,76
송파구,거여2동,계,계,2020· 3/4,85
송파구,거여2동,계,계,2020· 4/4,87
송파구,마천1동,계,계,2020· 1/4,210
송파구,마천1동,계,계,2020· 2/4,204
송파구,마천1동,계,계,2020· 3/4,193
송파구,마천1동,계,계,2020· 4/4,178
송파구,마천2동,계,계,2020· 1/4,188
송파구,마천2동,계,계,2020· 2/4,182
송파구,마천2동,계,계,2020· 3/4,169
송파구,마천2동,계,계,2020· 4/4,158
송파구,방이1동,계,계,2020· 1/4,131
송파구,방이1동,계,계,2020· 2/4,126
송파구,방이1동,계,계,2020· 3/4,111
송파구,방이1동,계,계,2020· 4/4,110
송파구,방이2동,계,계,2020· 1/4,551
송파구,방이2동,계,계,2020· 2/4,521
송파구,방이2동,계,계,2020· 3/4,526
송파구,방이2동,계,계,2020· 4/4,506
송파구,오륜동,계,계,2020· 1/4,11
송파구,오륜동,계,계,2020· 2/4,10
송파구,오륜동,계,계,2020· 3/4,11
송파구,오륜동,계,계,2020· 4/4,11
송파구,오금동,계,계,2020· 1/4,198
송파구,오금동,계,계,2020· 2/4,183
송파구,오금동,계,계,2020· 3/4,174
송파구,오금동,계,계,2020· 4/4,164
송파구,송파1동,계,계,2020· 1/4,460
송파구,송파1동,계,계,2020· 2/4,439
송파구,송파1동,계,계,2020· 3/4,408
송파구,송파1동,계,계,2020· 4/4,377
송파구,송파2동,계,계,2020· 1/4,167
송파구,송파2동,계,계,2020· 2/4,156
송파구,송파2동,계,계,2020· 3/4,159
송파구,송파2동,계,계,2020· 4/4,154
송파구,석촌동,계,계,2020· 1/4,729
송파구,석촌동,계,계,2020· 2/4,703
송파구,석촌동,계,계,2020· 3/4,685
송파구,석촌동,계,계,2020· 4/4,639
송파구,삼전동,계,계,2020· 1/4,414
송파구,삼전동,계,계,2020· 2/4,396
송파구,삼전동,계,계,2020· 3/4,390
송파구,삼전동,계,계,2020· 4/4,384
송파구,가락본동,계,계,2020· 1/4,360
송파구,가락본동,계,계,2020· 2/4,363
송파구,가락본동,계,계,2020· 3/4,339
송파구,가락본동,계,계,2020· 4/4,311
송파구,가락1동,계,계,2020· 1/4,87
송파구,가락1동,계,계,2020· 2/4,83
송파구,가락1동,계,계,2020· 3/4,79
송파구,가락1동,계,계,2020· 4/4,84
송파구,가락2동,계,계,2020· 1/4,220
송파구,가락2동,계,계,2020· 2/4,210
송파구,가락2동,계,계,2020· 3/4,201
송파구,가락2동,계,계,2020· 4/4,189
송파구,문정1동,계,계,2020· 1/4,207
송파구,문정1동,계,계,2020· 2/4,198
송파구,문정1동,계,계,2020· 3/4,192
송파구,문정1동,계,계,2020· 4/4,179
송파구,문정2동,계,계,2020· 1/4,179
송파구,문정2동,계,계,2020· 2/4,171
송파구,문정2동,계,계,2020· 3/4,166
송파구,문정2동,계,계,2020· 4/4,169
송파구,잠실본동,계,계,2020· 1/4,593
송파구,잠실본동,계,계,2020· 2/4,576
송파구,잠실본동,계,계,2020· 3/4,567
송파구,잠실본동,계,계,2020· 4/4,521
송파구,잠실4동,계,계,2020· 1/4,80
송파구,잠실4동,계,계,2020· 2/4,76
송파구,잠실4동,계,계,2020· 3/4,81
송파구,잠실4동,계,계,2020· 4/4,77
송파구,잠실6동,계,계,2020· 1/4,212
송파구,잠실6동,계,계,2020· 2/4,209
송파구,잠실6동,계,계,2020· 3/4,193
송파구,잠실6동,계,계,2020· 4/4,168
송파구,잠실7동,계,계,2020· 1/4,14
송파구,잠실7동,계,계,2020· 2/4,16
송파구,잠실7동,계,계,2020· 3/4,15
송파구,잠실7동,계,계,2020· 4/4,15
송파구,잠실2동,계,계,2020· 1/4,103
송파구,잠실2동,계,계,2020· 2/4,109
송파구,잠실2동,계,계,2020· 3/4,102
송파구,잠실2동,계,계,2020· 4/4,106
송파구,잠실3동,계,계,2020· 1/4,204
송파구,잠실3동,계,계,2020· 2/4,193
송파구,잠실3동,계,계,2020· 3/4,192
송파구,잠실3동,계,계,2020· 4/4,181
송파구,장지동,계,계,2020· 1/4,202
송파구,장지동,계,계,2020· 2/4,192
송파구,장지동,계,계,2020· 3/4,184
송파구,장지동,계,계,2020· 4/4,171
송파구,위례동,계,계,2020· 1/4,55
송파구,위례동,계,계,2020· 2/4,60
송파구,위례동,계,계,2020· 3/4,62
송파구,위례동,계,계,2020· 4/4,61
강동구,소계,계,계,2020· 1/4,4396
강동구,소계,계,계,2020· 2/4,4383
강동구,소계,계,계,2020· 3/4,4217
강동구,소계,계,계,2020· 4/4,4028
강동구,강일동,계,계,2020· 1/4,140
강동구,강일동,계,계,2020· 2/4,141
강동구,강일동,계,계,2020· 3/4,143
강동구,강일동,계,계,2020· 4/4,169
강동구,상일동,계,계,2020· 1/4,120
강동구,상일동,계,계,2020· 2/4,146
강동구,상일동,계,계,2020· 3/4,125
강동구,상일동,계,계,2020· 4/4,123
강동구,명일1동,계,계,2020· 1/4,98
강동구,명일1동,계,계,2020· 2/4,97
강동구,명일1동,계,계,2020· 3/4,91
강동구,명일1동,계,계,2020· 4/4,89
강동구,명일2동,계,계,2020· 1/4,42
강동구,명일2동,계,계,2020· 2/4,46
강동구,명일2동,계,계,2020· 3/4,47
강동구,명일2동,계,계,2020· 4/4,42
강동구,고덕1동,계,계,2020· 1/4,109
강동구,고덕1동,계,계,2020· 2/4,113
강동구,고덕1동,계,계,2020· 3/4,117
강동구,고덕1동,계,계,2020· 4/4,142
강동구,고덕2동,계,계,2020· 1/4,100
강동구,고덕2동,계,계,2020· 2/4,110
강동구,고덕2동,계,계,2020· 3/4,113
강동구,고덕2동,계,계,2020· 4/4,111
강동구,암사2동,계,계,2020· 1/4,52
강동구,암사2동,계,계,2020· 2/4,60
강동구,암사2동,계,계,2020· 3/4,62
강동구,암사2동,계,계,2020· 4/4,64
강동구,암사3동,계,계,2020· 1/4,57
강동구,암사3동,계,계,2020· 2/4,50
강동구,암사3동,계,계,2020· 3/4,55
강동구,암사3동,계,계,2020· 4/4,49
강동구,천호1동,계,계,2020· 1/4,312
강동구,천호1동,계,계,2020· 2/4,300
강동구,천호1동,계,계,2020· 3/4,286
강동구,천호1동,계,계,2020· 4/4,257
강동구,천호3동,계,계,2020· 1/4,546
강동구,천호3동,계,계,2020· 2/4,539
강동구,천호3동,계,계,2020· 3/4,513
강동구,천호3동,계,계,2020· 4/4,500
강동구,성내1동,계,계,2020· 1/4,132
강동구,성내1동,계,계,2020· 2/4,130
강동구,성내1동,계,계,2020· 3/4,131
강동구,성내1동,계,계,2020· 4/4,125
강동구,성내2동,계,계,2020· 1/4,786
강동구,성내2동,계,계,2020· 2/4,757
강동구,성내2동,계,계,2020· 3/4,719
강동구,성내2동,계,계,2020· 4/4,643
강동구,성내3동,계,계,2020· 1/4,310
강동구,성내3동,계,계,2020· 2/4,298
강동구,성내3동,계,계,2020· 3/4,279
강동구,성내3동,계,계,2020· 4/4,263
강동구,둔촌1동,계,계,2020· 1/4,13
강동구,둔촌1동,계,계,2020· 2/4,13
강동구,둔촌1동,계,계,2020· 3/4,13
강동구,둔촌1동,계,계,2020· 4/4,13
강동구,둔촌2동,계,계,2020· 1/4,144
강동구,둔촌2동,계,계,2020· 2/4,140
강동구,둔촌2동,계,계,2020· 3/4,137
강동구,둔촌2동,계,계,2020· 4/4,129
강동구,암사1동,계,계,2020· 1/4,314
강동구,암사1동,계,계,2020· 2/4,323
강동구,암사1동,계,계,2020· 3/4,316
강동구,암사1동,계,계,2020· 4/4,296
강동구,천호2동,계,계,2020· 1/4,789
강동구,천호2동,계,계,2020· 2/4,789
강동구,천호2동,계,계,2020· 3/4,745
강동구,천호2동,계,계,2020· 4/4,701
강동구,길동,계,계,2020· 1/4,332
강동구,길동,계,계,2020· 2/4,331
강동구,길동,계,계,2020· 3/4,325
강동구,길동,계,계,2020· 4/4,312
