,년도,분기,자치구,행정동,전체세대수,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대
1366,2020,4,동대문구,이문1동,10524,6475,1755,1083,927,204,58
1367,2020,4,동대문구,이문2동,8719,3142,1994,1632,1479,356,82
1368,2020,4,동대문구,답십리1동,12913,5170,2675,2496,1958,479,94
1369,2020,4,중랑구,면목2동,12334,5814,2824,1879,1416,324,61
1370,2020,4,중랑구,면목4동,9052,3933,2149,1562,1078,260,53
1371,2020,4,중랑구,면목5동,6345,2217,1578,1331,977,200,33
1372,2020,4,중랑구,면목7동,10718,4641,2629,1784,1298,278,68
1373,2020,4,중랑구,상봉1동,10300,3279,2485,2203,1889,343,77
1374,2020,4,중랑구,상봉2동,11716,7073,2359,1309,765,157,40
1375,2020,4,중랑구,중화1동,9122,3466,2315,1721,1253,288,51
1376,2020,4,중랑구,중화2동,13893,7435,3126,1864,1139,262,49
1377,2020,4,중랑구,묵1동,14974,5216,3473,2952,2527,624,134
1378,2020,4,중랑구,묵2동,9340,4117,2220,1578,1081,276,55
1379,2020,4,중랑구,망우3동,8441,3832,2048,1376,923,209,44
1380,2020,4,중랑구,신내1동,14818,3682,3611,3072,3230,981,180
1381,2020,4,중랑구,신내2동,9084,2974,2376,1903,1479,276,59
1382,2020,4,중랑구,면목본동,17897,8927,4117,2576,1782,408,59
1383,2020,4,중랑구,면목3·8동,12793,5958,3116,1960,1401,273,66
1384,2020,4,중랑구,망우본동,15093,7238,3345,2303,1697,412,75
1385,2020,4,성북구,돈암1동,6240,1833,1640,1322,1110,259,63
1386,2020,4,성북구,돈암2동,8731,1758,1918,2221,2172,505,109
1387,2020,4,성북구,안암동,9326,6280,1394,843,645,127,29
1388,2020,4,성북구,보문동,7841,3839,1582,1251,915,211,31
1389,2020,4,성북구,정릉1동,7498,2271,1706,1681,1414,322,77
1390,2020,4,성북구,정릉2동,9883,3263,2464,2004,1652,363,97
1391,2020,4,성북구,정릉3동,8022,4321,1673,1006,785,181,40
1392,2020,4,성북구,정릉4동,10993,3815,2723,2186,1731,415,90
1393,2020,4,성북구,길음1동,12802,2608,2515,3118,3659,729,132
1394,2020,4,성북구,길음2동,7126,2440,1536,1492,1313,275,57
1395,2020,4,성북구,월곡1동,10912,3384,2569,2253,2068,506,98
1396,2020,4,성북구,월곡2동,9619,4567,1958,1474,1223,302,72
1397,2020,4,성북구,장위1동,9190,3651,2230,1624,1275,313,68
1398,2020,4,성북구,장위2동,6609,2804,1679,1129,743,193,49
1399,2020,4,성북구,장위3동,7094,2350,1524,1525,1334,291,57
1400,2020,4,성북구,성북동,8254,3985,1797,1213,905,260,67
1401,2020,4,성북구,삼선동,11719,5859,2342,1616,1454,354,69
1402,2020,4,성북구,동선동,9366,6079,1500,926,634,172,39
1403,2020,4,성북구,종암동,17448,6784,3779,3175,2852,693,124
1404,2020,4,성북구,석관동,16723,6973,4083,2970,2103,465,95
1405,2020,4,강북구,번1동,10483,5767,2247,1374,863,183,40
1406,2020,4,강북구,번2동,7663,2978,2138,1397,851,231,56
1407,2020,4,강북구,번3동,7575,2441,2218,1440,1131,266,68
1408,2020,4,강북구,수유1동,10455,4871,2465,1636,1096,301,59
1409,2020,4,강북구,수유2동,9728,3683,2580,1789,1256,336,60
1410,2020,4,강북구,수유3동,13011,7303,2657,1688,1057,244,45
1411,2020,4,강북구,삼양동,11384,4714,2757,1963,1455,398,71
1412,2020,4,강북구,미아동,11778,6252,2488,1622,1077,270,48
1413,2020,4,강북구,송중동,14076,6039,3254,2405,1822,432,91
1414,2020,4,강북구,송천동,13787,6502,3314,2074,1492,333,59
1415,2020,4,강북구,삼각산동,11741,2693,2537,2787,2970,589,126
1416,2020,4,강북구,우이동,9644,3793,2555,1675,1229,299,69
1417,2020,4,강북구,인수동,14571,5874,3770,2626,1706,447,119
1418,2020,4,도봉구,쌍문1동,9439,3278,2455,1861,1371,367,81
1419,2020,4,도봉구,쌍문2동,8672,3245,2263,1631,1186,278,51
1420,2020,4,도봉구,쌍문3동,7905,3292,1961,1400,970,230,41
1421,2020,4,도봉구,쌍문4동,7203,1630,1727,1704,1729,341,61
1422,2020,4,도봉구,방학1동,12740,4787,3050,2340,1926,504,104
1423,2020,4,도봉구,방학2동,9515,3922,2408,1673,1137,296,60
1424,2020,4,도봉구,방학3동,10073,1909,2557,2483,2403,561,125
1425,2020,4,도봉구,창1동,10880,3758,2698,2180,1806,339,73
1426,2020,4,도봉구,창2동,12460,3978,3216,2645,2009,469,102
1427,2020,4,도봉구,창3동,6656,2689,1703,1173,831,209,33
1428,2020,4,도봉구,창4동,10754,3048,2503,2393,2250,438,97
1429,2020,4,도봉구,창5동,10266,3082,2533,2234,1895,404,89
1430,2020,4,도봉구,도봉1동,10434,4421,2786,1754,1095,289,57
1431,2020,4,도봉구,도봉2동,12117,4203,3191,2425,1736,434,96
1432,2020,4,노원구,월계1동,10461,4542,2299,1693,1495,359,60
1433,2020,4,노원구,월계2동,12069,4247,3170,2359,1791,396,87
1434,2020,4,노원구,월계3동,13016,4075,3588,2794,1992,442,95
1435,2020,4,노원구,공릉2동,16497,5852,3262,3234,3308,671,121
1436,2020,4,노원구,하계1동,11661,4321,2418,2127,2239,446,78
1437,2020,4,노원구,하계2동,8307,1821,1867,1955,2177,409,61
1438,2020,4,노원구,중계본동,8657,1981,1413,1899,2624,605,103
1439,2020,4,노원구,중계1동,9068,1434,1435,2358,3234,522,60
1440,2020,4,노원구,중계4동,8478,2719,1990,1678,1631,365,68
1441,2020,4,노원구,상계1동,15648,4630,3833,3341,2935,719,139
1442,2020,4,노원구,상계2동,8791,3343,1776,1612,1637,311,91
1443,2020,4,노원구,상계5동,11019,4155,2721,2100,1576,369,77
1444,2020,4,노원구,상계8동,9168,2445,2302,2256,1801,309,42
1445,2020,4,노원구,상계9동,8425,2174,2240,2000,1663,282,48
1446,2020,4,노원구,상계10동,7134,1963,1927,1579,1390,216,42
1447,2020,4,노원구,상계3·4동,12229,4761,3072,2146,1689,440,85
1448,2020,4,노원구,상계6·7동,13938,4389,3436,2970,2593,447,75
1449,2020,4,노원구,중계2·3동,15411,5199,4137,3027,2492,465,72
1450,2020,4,노원구,공릉1동,18293,8642,3785,2842,2375,497,121
1451,2020,4,은평구,녹번동,17494,7209,4322,3134,2195,495,107
1452,2020,4,은평구,불광1동,17977,6926,4502,3352,2467,566,116
1453,2020,4,은평구,갈현1동,11163,4890,2709,1880,1306,300,56
1454,2020,4,은평구,갈현2동,12656,4596,3123,2462,1902,442,99
1455,2020,4,은평구,구산동,13402,4554,3256,2699,2169,568,110
1456,2020,4,은평구,대조동,14324,7450,3137,1971,1368,289,88
1457,2020,4,은평구,응암1동,14077,5716,3345,2462,1985,451,88
1458,2020,4,은평구,응암2동,11008,3119,2641,2590,2084,442,92
1459,2020,4,은평구,신사1동,11846,4047,3027,2378,1833,427,104
1460,2020,4,은평구,신사2동,9049,3282,2189,1729,1427,314,83
1461,2020,4,은평구,증산동,6897,2655,1739,1189,994,259,45
1462,2020,4,은평구,수색동,4785,1622,1217,961,743,185,47
1463,2020,4,은평구,진관동,21645,6335,4347,4279,4821,1433,351
1464,2020,4,은평구,불광2동,13962,6359,3359,2263,1484,381,89
1465,2020,4,은평구,응암3동,12770,6167,3011,1888,1301,301,74
1466,2020,4,은평구,역촌동,20859,7938,5151,3912,2982,665,159
1467,2020,4,서대문구,천연동,8048,3262,1816,1461,1187,264,39
1468,2020,4,서대문구,홍제1동,10512,3762,2537,2045,1660,401,73
1469,2020,4,서대문구,홍제3동,7126,2787,1716,1301,1006,249,49
1470,2020,4,서대문구,홍제2동,5908,1864,1467,1258,1021,238,44
1471,2020,4,서대문구,홍은1동,9759,3357,2370,1877,1642,397,91
1472,2020,4,서대문구,홍은2동,12335,5069,2857,2175,1689,391,116
1473,2020,4,서대문구,남가좌1동,5891,1416,1221,1464,1409,300,63
1474,2020,4,서대문구,남가좌2동,13316,5165,2963,2512,2106,444,104
1475,2020,4,서대문구,북가좌1동,6991,1681,1743,1584,1528,350,85
1476,2020,4,서대문구,북가좌2동,14783,5801,3638,2647,2071,501,99
1477,2020,4,서대문구,충현동,10414,5296,2001,1474,1249,306,66
1478,2020,4,서대문구,북아현동,7471,2923,1657,1506,1113,219,41
1479,2020,4,서대문구,신촌동,13304,10220,1529,799,560,135,40
1480,2020,4,서대문구,연희동,18980,10233,3666,2476,1917,532,123
1481,2020,4,마포구,용강동,9304,3380,1974,1893,1599,356,75
1482,2020,4,마포구,대흥동,8399,5237,1438,843,710,141,19
1483,2020,4,마포구,염리동,5675,2530,1144,973,830,158,28
1484,2020,4,마포구,신수동,10246,3998,2225,1921,1672,326,72
1485,2020,4,마포구,서교동,15494,10136,2625,1419,1010,222,57
1486,2020,4,마포구,합정동,9699,5315,2089,1217,830,185,40
1487,2020,4,마포구,망원1동,10520,5081,2506,1458,1137,268,51
1488,2020,4,마포구,망원2동,8566,3363,2083,1439,1333,274,56
1489,2020,4,마포구,연남동,8872,5271,1702,982,676,194,29
1490,2020,4,마포구,성산1동,9420,4407,2097,1445,1092,285,64
1491,2020,4,마포구,성산2동,19022,8501,4049,3069,2673,567,135
1492,2020,4,마포구,상암동,12770,4448,2520,2432,2522,685,122
1493,2020,4,마포구,도화동,9540,3711,2037,1806,1526,351,86
1494,2020,4,마포구,서강동,11625,5287,2263,1985,1663,346,57
1495,2020,4,마포구,공덕동,18706,8877,3977,2941,2298,472,104
1496,2020,4,마포구,아현동,10624,3350,2403,2477,1950,341,74
1497,2020,4,양천구,목1동,10559,1634,1884,2953,3343,585,116
1498,2020,4,양천구,목2동,13248,4962,3024,2467,2162,480,111
1499,2020,4,양천구,목3동,10119,3882,2493,1912,1435,293,77
1500,2020,4,양천구,목4동,10140,3136,1936,2098,2357,480,97
1501,2020,4,양천구,신월1동,10200,4560,2432,1753,1115,271,56
1502,2020,4,양천구,신월2동,8613,2586,2116,1826,1558,402,90
1503,2020,4,양천구,신월3동,8044,4025,1821,1134,773,232,46
1504,2020,4,양천구,신월4동,6960,1646,1716,1663,1482,334,101
1505,2020,4,양천구,신월5동,6484,2328,1555,1250,1019,242,72
1506,2020,4,양천구,신월6동,5232,1209,1325,1249,1163,236,41
1507,2020,4,양천구,신월7동,9238,3293,2593,1796,1225,257,55
1508,2020,4,양천구,신정1동,7214,1408,1317,1700,2269,429,67
1509,2020,4,양천구,신정2동,7141,1644,1332,1546,2101,443,57
1510,2020,4,양천구,신정3동,17886,4733,4286,3866,3812,956,187
1511,2020,4,양천구,신정6동,8296,1152,1598,2260,2704,466,92
1512,2020,4,양천구,신정7동,11612,3091,2711,2600,2632,466,79
1513,2020,4,양천구,목5동,13583,1745,2250,3691,4886,803,148
1514,2020,4,양천구,신정4동,16064,7175,3708,2601,1970,473,98
1515,2020,4,강서구,염창동,15835,4060,3271,3775,3877,697,118
1516,2020,4,강서구,등촌1동,13168,7442,2465,1678,1268,247,47
1517,2020,4,강서구,등촌2동,8765,2870,2092,1827,1483,365,97
1518,2020,4,강서구,등촌3동,15059,6320,3940,2486,1875,336,81
1519,2020,4,강서구,화곡본동,16783,7681,3811,2679,2011,487,75
1520,2020,4,강서구,화곡2동,8221,3047,2092,1585,1124,305,48
1521,2020,4,강서구,화곡3동,9383,3351,2285,1762,1500,369,94
1522,2020,4,강서구,화곡4동,9764,3865,2522,1768,1252,271,71
1523,2020,4,강서구,화곡6동,12246,5894,2591,1842,1484,334,72
1524,2020,4,강서구,화곡8동,11809,4763,3081,2106,1428,341,69
1525,2020,4,강서구,가양1동,20071,13017,2817,2035,1717,382,80
1526,2020,4,강서구,가양2동,8050,4220,2128,1014,529,115,27
1527,2020,4,강서구,가양3동,7892,3402,2416,1278,618,140,30
1528,2020,4,강서구,발산1동,13521,2919,3093,3028,3455,836,144
1529,2020,4,강서구,공항동,12807,5791,2746,2074,1686,398,88
1530,2020,4,강서구,방화1동,17484,5095,4072,3630,3550,911,176
1531,2020,4,강서구,방화2동,11662,5742,2608,1688,1201,323,78
1532,2020,4,강서구,방화3동,11323,4921,2863,1877,1273,291,76
1533,2020,4,강서구,화곡1동,26956,13284,6255,4141,2504,588,127
1534,2020,4,강서구,우장산동,16183,3989,3324,3649,4183,839,150
1535,2020,4,구로구,신도림동,13484,3101,3098,3293,3198,606,141
1536,2020,4,구로구,구로1동,8368,2310,2019,1806,1805,351,54
1537,2020,4,구로구,구로3동,13245,7792,2302,1592,1191,289,57
1538,2020,4,구로구,구로4동,10711,5403,2535,1544,962,206,44
1539,2020,4,구로구,구로5동,14704,7286,3053,2169,1689,382,93
1540,2020,4,구로구,고척1동,9623,3158,2317,1852,1807,388,80
1541,2020,4,구로구,고척2동,11601,3942,2819,2296,1995,426,107
1542,2020,4,구로구,개봉2동,12604,3293,3431,2871,2284,549,131
1543,2020,4,구로구,개봉3동,8849,2776,2443,1832,1409,309,60
1544,2020,4,구로구,오류1동,11809,6139,2500,1638,1157,293,58
1545,2020,4,구로구,수궁동,9968,3064,2655,2110,1583,429,105
1546,2020,4,구로구,가리봉동,6048,4237,981,474,274,67,8
1547,2020,4,구로구,구로2동,12799,6465,2972,1808,1150,302,70
1548,2020,4,구로구,개봉1동,14945,5243,3881,2865,2251,555,119
1549,2020,4,구로구,오류2동,15634,4582,4075,3005,2910,839,165
1550,2020,4,구로구,항동,6139,1496,1340,1560,1376,297,54
1551,2020,4,금천구,가산동,15966,11937,2082,1065,684,154,39
1552,2020,4,금천구,독산1동,21066,10585,4204,3011,2499,602,116
1553,2020,4,금천구,독산2동,9457,4367,2272,1496,1034,235,41
1554,2020,4,금천구,독산3동,12588,6180,2940,1811,1304,280,56
1555,2020,4,금천구,독산4동,7678,3549,1826,1188,847,217,39
1556,2020,4,금천구,시흥1동,16126,7131,3733,2650,2016,477,84
1557,2020,4,금천구,시흥2동,8478,2216,2151,1835,1694,425,119
1558,2020,4,금천구,시흥3동,4771,1558,1310,949,723,189,33
1559,2020,4,금천구,시흥4동,9161,3337,2337,1716,1363,303,75
1560,2020,4,금천구,시흥5동,9424,4068,2402,1528,1052,292,63
1561,2020,4,영등포구,여의동,13780,4284,3130,2934,2672,552,153
1562,2020,4,영등포구,당산1동,10800,5615,2274,1523,1050,253,61
1563,2020,4,영등포구,당산2동,18488,9227,3347,2888,2375,489,119
1564,2020,4,영등포구,양평1동,9140,4753,1976,1295,871,178,47
1565,2020,4,영등포구,양평2동,10319,4344,2290,1778,1524,303,60
1566,2020,4,영등포구,신길1동,10429,6592,1841,1072,702,177,37
1567,2020,4,영등포구,신길3동,7659,3072,1721,1454,1099,272,29
1568,2020,4,영등포구,신길4동,5613,2312,1303,1038,753,175,22
1569,2020,4,영등포구,신길5동,5002,2011,1167,915,694,176,22
1570,2020,4,영등포구,신길6동,8713,4031,1914,1388,1061,243,51
1571,2020,4,영등포구,신길7동,7913,2286,1711,1673,1779,368,74
1572,2020,4,영등포구,대림1동,7241,3298,1714,1109,887,179,38
1573,2020,4,영등포구,대림2동,6984,3958,1531,832,487,129,32
1574,2020,4,영등포구,대림3동,10441,4158,2543,1874,1418,347,70
1575,2020,4,영등포구,영등포본동,10349,4844,2095,1667,1375,295,55
1576,2020,4,영등포구,영등포동,19028,14077,2360,1362,981,197,40
1577,2020,4,영등포구,도림동,9444,4759,2127,1358,918,222,44
1578,2020,4,영등포구,문래동,13371,4094,3008,2891,2679,559,105
1579,2020,4,동작구,노량진2동,7474,4561,1475,783,506,114,30
1580,2020,4,동작구,상도1동,21583,10183,4059,3575,2981,614,119
1581,2020,4,동작구,상도2동,12598,5199,2710,2187,1976,416,84
1582,2020,4,동작구,상도3동,12061,5503,2687,1970,1457,327,79
1583,2020,4,동작구,상도4동,13854,6161,3150,2322,1727,403,69
1584,2020,4,동작구,사당1동,13290,7904,2630,1474,1011,204,55
1585,2020,4,동작구,사당3동,10567,3651,2448,2152,1774,402,94
1586,2020,4,동작구,사당4동,7158,3390,1631,1074,840,174,33
1587,2020,4,동작구,사당5동,6614,2551,1569,1281,969,192,40
1588,2020,4,동작구,대방동,17290,7306,3332,2866,2949,661,131
1589,2020,4,동작구,신대방1동,10238,4043,2052,1745,1863,420,90
1590,2020,4,동작구,신대방2동,9485,4453,1769,1456,1343,351,84
1591,2020,4,동작구,흑석동,14338,5582,3121,2758,2257,492,100
1592,2020,4,동작구,노량진1동,15712,7541,3262,2434,1896,456,90
1593,2020,4,동작구,사당2동,11967,4324,2991,2384,1716,434,94
1594,2020,4,관악구,보라매동,12536,6282,2774,1763,1323,309,64
1595,2020,4,관악구,청림동,6579,2108,1706,1386,1088,216,55
1596,2020,4,관악구,행운동,17357,10991,2978,1723,1256,314,78
1597,2020,4,관악구,낙성대동,11120,7956,1520,831,617,146,38
1598,2020,4,관악구,중앙동,9709,6577,1575,802,586,136,23
1599,2020,4,관악구,인헌동,14227,8034,2725,1728,1334,321,54
1600,2020,4,관악구,남현동,9544,5033,1918,1340,951,226,53
1601,2020,4,관악구,서원동,14108,9152,2581,1312,802,190,60
1602,2020,4,관악구,신원동,10926,6789,2098,1112,719,153,44
1603,2020,4,관악구,서림동,14623,9705,2327,1320,955,235,54
1604,2020,4,관악구,신사동,13742,8825,2325,1369,968,202,42
1605,2020,4,관악구,신림동,17289,14342,1906,602,338,79,16
1606,2020,4,관악구,난향동,6433,2015,1549,1317,1168,283,73
1607,2020,4,관악구,조원동,10690,6932,1867,953,723,171,26
1608,2020,4,관악구,대학동,16204,12190,1875,1130,770,185,46
1609,2020,4,관악구,은천동,16091,7200,3559,2520,2134,514,126
1610,2020,4,관악구,성현동,12591,4176,2960,2482,2307,536,95
1611,2020,4,관악구,청룡동,22520,15802,3144,1786,1377,329,60
1612,2020,4,관악구,난곡동,13097,5599,3232,2192,1596,368,82
1613,2020,4,관악구,삼성동,11217,4805,2725,1816,1406,363,80
1614,2020,4,관악구,미성동,14208,5775,3336,2447,2009,508,97
1615,2020,4,서초구,서초1동,9351,3985,1807,1581,1442,387,117
1616,2020,4,서초구,서초2동,9713,4214,1821,1653,1583,340,74
1617,2020,4,서초구,서초3동,14599,6410,2917,2409,2115,535,147
1618,2020,4,서초구,서초4동,11009,2364,1944,2646,3251,628,119
1619,2020,4,서초구,잠원동,11448,3953,1994,2420,2472,465,97
1620,2020,4,서초구,반포본동,4105,732,872,965,1223,237,55
1621,2020,4,서초구,반포1동,14297,6389,2210,2332,2587,589,139
1622,2020,4,서초구,반포2동,5110,676,861,1326,1698,438,82
1623,2020,4,서초구,반포3동,7741,1405,1532,2080,2161,441,79
1624,2020,4,서초구,반포4동,7280,1866,1536,1775,1570,396,107
1625,2020,4,서초구,방배본동,7998,2276,1583,1725,1814,441,116
1626,2020,4,서초구,방배1동,7656,2995,1763,1366,1157,276,73
1627,2020,4,서초구,방배2동,8688,3096,2171,1600,1387,325,71
1628,2020,4,서초구,방배3동,8310,2323,1903,1861,1715,372,96
1629,2020,4,서초구,방배4동,9829,3460,2110,1766,1895,443,116
1630,2020,4,서초구,양재1동,18218,6175,4100,3428,3178,993,251
1631,2020,4,서초구,양재2동,10835,5106,2321,1572,1357,361,82
1632,2020,4,서초구,내곡동,7315,2196,1885,1530,1229,340,103
1633,2020,4,강남구,신사동,7320,2921,1571,1269,1174,269,79
1634,2020,4,강남구,논현1동,14412,9641,2486,1192,778,222,63
1635,2020,4,강남구,논현2동,11680,6534,2144,1532,1141,245,63
1636,2020,4,강남구,삼성1동,5665,2118,1198,1019,969,267,64
1637,2020,4,강남구,삼성2동,13452,5889,2309,2272,2350,468,110
1638,2020,4,강남구,대치1동,7383,597,968,1931,3090,636,124
1639,2020,4,강남구,대치4동,10321,5524,1698,1373,1338,288,78
1640,2020,4,강남구,역삼1동,24001,17395,3481,1617,1105,282,79
1641,2020,4,강남구,역삼2동,15697,6606,2320,2795,3197,604,117
1642,2020,4,강남구,도곡1동,8669,2711,1636,1837,2006,360,85
1643,2020,4,강남구,도곡2동,11797,2196,2372,2988,3393,681,131
1644,2020,4,강남구,개포1동,2646,806,622,510,537,126,31
1645,2020,4,강남구,개포4동,9522,3398,2040,1892,1716,370,76
1646,2020,4,강남구,일원본동,8145,1487,1587,1986,2521,458,77
1647,2020,4,강남구,일원1동,7467,3284,1771,1197,901,249,51
1648,2020,4,강남구,일원2동,7353,2323,1814,1522,1401,249,36
1649,2020,4,강남구,수서동,7873,3596,2308,1128,634,163,31
1650,2020,4,강남구,세곡동,17966,6015,4058,3221,3303,1032,257
1651,2020,4,강남구,압구정동,10634,2971,2439,2379,2182,486,135
1652,2020,4,강남구,청담동,11806,4711,2394,2173,1896,462,106
1653,2020,4,강남구,대치2동,13016,2668,2225,3182,4011,758,126
1654,2020,4,강남구,개포2동,8047,1616,1809,2078,2076,372,77
1655,2020,4,송파구,풍납1동,6383,2553,1598,1091,902,181,44
1656,2020,4,송파구,풍납2동,11083,4205,2318,2236,1813,384,100
1657,2020,4,송파구,거여1동,5652,2042,1405,1034,909,202,44
1658,2020,4,송파구,거여2동,8209,2762,2132,1641,1305,290,64
1659,2020,4,송파구,마천1동,8975,3623,2171,1536,1181,367,83
1660,2020,4,송파구,마천2동,8886,3507,2214,1588,1184,300,70
1661,2020,4,송파구,방이1동,6319,1943,1253,1298,1421,295,85
1662,2020,4,송파구,방이2동,14572,8397,2820,1761,1242,261,71
1663,2020,4,송파구,오륜동,5956,677,1175,1594,2014,405,58
1664,2020,4,송파구,오금동,15697,4496,3730,3502,3065,694,170
1665,2020,4,송파구,송파1동,12432,6123,2676,1808,1372,335,90
1666,2020,4,송파구,송파2동,7648,1836,1641,1812,1836,428,74
1667,2020,4,송파구,석촌동,17076,8959,3607,2318,1716,358,92
1668,2020,4,송파구,삼전동,16347,8501,3405,2275,1662,398,77
1669,2020,4,송파구,가락본동,12018,4776,2597,2226,1843,457,88
1670,2020,4,송파구,가락1동,9903,1662,2487,2629,2524,477,98
1671,2020,4,송파구,가락2동,12378,3106,2576,2958,3017,561,121
1672,2020,4,송파구,문정1동,8571,2871,1953,1665,1623,370,66
1673,2020,4,송파구,문정2동,15564,8679,2777,1949,1693,327,102
1674,2020,4,송파구,잠실본동,15435,8584,2987,2012,1424,323,80
1675,2020,4,송파구,잠실4동,7427,1206,1490,2050,2167,409,76
1676,2020,4,송파구,잠실6동,5981,1008,1391,1566,1532,373,78
1677,2020,4,송파구,잠실7동,3464,536,892,896,895,189,43
1678,2020,4,송파구,잠실2동,11893,1837,1938,3130,4138,685,139
1679,2020,4,송파구,잠실3동,12132,1882,2675,3286,3457,659,125
1680,2020,4,송파구,장지동,12156,3529,2986,2719,2237,548,115
1681,2020,4,송파구,위례동,9802,1287,1895,2496,3110,824,157
1682,2020,4,강동구,강일동,13063,2927,3290,2749,2893,988,178
1683,2020,4,강동구,상일동,11609,2023,2597,2969,3243,636,104
1684,2020,4,강동구,명일1동,10109,2462,2521,2426,2144,444,84
1685,2020,4,강동구,명일2동,6130,1303,1158,1392,1816,362,66
1686,2020,4,강동구,고덕1동,8804,1562,1577,2325,2693,511,100
1687,2020,4,강동구,고덕2동,8717,2279,2071,2037,1913,337,54
1688,2020,4,강동구,암사2동,6350,1923,1568,1421,1148,235,42
1689,2020,4,강동구,암사3동,6371,1132,1420,1617,1687,392,82
1690,2020,4,강동구,천호1동,12912,5422,3165,2256,1587,370,89
1691,2020,4,강동구,천호3동,13919,7190,3014,1991,1340,293,71
1692,2020,4,강동구,성내1동,8267,2519,1981,1833,1536,308,69
1693,2020,4,강동구,성내2동,12913,6801,2779,1863,1119,265,58
1694,2020,4,강동구,성내3동,10603,4221,2490,1874,1597,338,63
1695,2020,4,강동구,둔촌1동,156,110,18,13,12,2,1
1696,2020,4,강동구,둔촌2동,11019,3672,2585,2246,2032,396,69
1697,2020,4,강동구,암사1동,16172,6496,3804,2933,2337,472,98
1698,2020,4,강동구,천호2동,17798,8854,4086,2574,1784,379,88
1699,2020,4,강동구,길동,21587,9185,4843,3769,2871,704,157
